Clt_No,Po_No,Accumulate,Surveyor,Survey_date,Insured_name,Risk_location,DIV,CTR,CLS,STT,Effective_date,Inception_date,Renew_date,Contract_type,Rkn,Risk_type,Original_SI,VND_SI,Survey date1,Survey date 2,Survey date 3,Survey date 4,Survey date 5,Survey date 6,Survey date 7,Survey date 8,Survey date 9,Fire code,Agent name,Occupation,Business Line,Remark,Month,Year
10001847,20007610,BNTSTSIZNI,TDH,29/12/2021,"NISSIN ELECTRIC VIETNAM CO. LTD.,","NISSIN ELECTRIC VIETNAM CO. LTD.,, No.7,TS11 Road,Tien Son IZ, Tu Son, Bac Ninh",VH,JPN,C,IF,24/09/2021,08/02/2021,07/02/2022,ISR - INDUSTRIAL ALL RISKS,3,ARB - PROPERTY ALL RISKS,"689,304,900,569.00","689,304,900,569.00",,,,,,,,,,18.2A,MARSH-BRK-VH,As described above,Manufacturing Electronics and mechanical device components  ,,12,2021
10060675,20087526,SGTDNDTLP,NNH,09/06/2022,"LONG PHUOC-HT CO., LTD","LONG PHUOC - HT CO., LTD, 1792 Nguyen Duy Trinh, Truong Thanh, Thu Duc, HCMC",VC,JPN,C,IF,28/05/2021,09/02/2021,08/02/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"251,807,522,318.00","251,807,522,318.00",,,,,,,,,,8.2B,DIRECT HCM,Car Dealer (Car Sales and Maintenance Service),  ,,6,2022
10000744,20002613,SGCCNDSHIH,VKH,18/03/2022,"CONG TY SHIH FA RUBBER INDUSTRIES (VN) CO., LTD","SHIH FA RUBBER INDUSTRIES CO., LTD, Bau Tran Hamlet, Nhuan Duc Commune, Cu Chi Dist, HCMC",MS,TWN,D,IF,15/02/2021,15/02/2021,14/02/2022,FEC - FIRE AND EXPL COMP,1,FEC - COMPULSORY FIRE and EXPLOSION,"2,250,000.00","52,425,000,000.00",20191017,,20191017,,20171019,,,,20130110,18.1AB,DIRECT-TAIWAN SOUTH ,Rubber Tire,  ,,3,2022
10000563,20062292,SGD7TTALWA,NNH,12/07/2022,"ALWAYS CO., LTD","ALWAYS CO., LTD, Aread A, lot P, Road 16, Tan Thuan EPZ, Dist 7, HCMC",MS,TWN,C,IF,19/02/2021,19/02/2021,18/02/2022,FEC - FIRE AND EXPL COMP,1,FEC - COMPULSORY FIRE and EXPLOSION,"10,631,905.00","246,660,196,000.00",,,,,,,,,,18.2A,DIRECT-TAIWAN SOUTH ,Bicycle Manufacture,Bicycle Manufacture  ,,7,2022
10000252,20020139,BDBCVSIP2M,CA,,"MARUHA CHEMICAL VIETNAM CO., LTD.","MARUHA CHEMICAL VIETNAM CO., LTD., No. 56, Street 1, VSIP 2, Ben Cat District, Binh Duong",VC,JPN,E,IF,27/02/2021,27/02/2021,26/02/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"3,525,000.00","81,374,625,000.00",20170317,,,,20170317,,,20140219,,18.1AB,DIRECT HCM,Manufacturing of Plastic,  ,"Last survey 2020, postpone to 2023",,
10061171,20088170,BNQVN1VI32,TDH,27/05/2022,"VIETNAM MUSASHI PAINT CO.,LTD-HA NOI BRANCH","VIETNAM MUSASHI PAINT, VI-3.2, N1, D Street, Que Vo 2 IZ, Ngoc Xa, Que Vo, Bac Ninh",VH,JPN,E,IF,27/02/2021,27/02/2021,26/02/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"63,714,025,669.00","63,714,025,669.00",,,,,,,,,,18.1AB,DIRECT HANOI,Mixing paint manufacture,  ,,5,2022
10000763,20002657,HDCGTTJAGU,NTT,20/07/2022,JAGUAR INTERNATIONAL CORPORATION HANOI.,"JAGUAR INTERNATIONAL CORPORATION HANOI., Tan Truong IZ, Cam Giang District, Hai Duong",VH,JPN,C,IF,28/02/2021,28/02/2021,27/02/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"638,708,899,635.00","638,708,899,635.00",20180816,,,20180816,,,,,,18.2A,DIRECT HANOI,Manufacturing home used sewing machine,  ,,7,2022
10000568,20020209,BDBCMPCHEN,MCN,18/10/2022,"CHEN TAI (VIET NAM) WOVEN TAPES ENTERPRISE CO.,LTD","CHEN TAI (VIET NAM) WOVEN TAPES, Lot H-1A-CN, Road N8, My Phuoc 1 IZ, Ben Cat, Binh Duong",MS,TWN,D,IF,02/03/2021,01/03/2021,28/02/2022,FEC - FIRE AND EXPL COMP,1,FEC - COMPULSORY FIRE and EXPLOSION,"99,843,371,308.00","99,843,371,308.00",20190926,,20190926,,20171026,20160202,,,,18.1AB,DIRECT-TAIWAN SOUTH ,Manufacture of Woven Tapes,  ,,10,2022
10037179,20063169,HNDTDV3CN7,,,"KATOLEC GLOBAL LOGISTICS VIETNAM CO.,LTD.","OJITEX HAI PHONG COMPANY LIMITED - Ha Nam branch, CN07, Dong Van III IZ, Hoang Dong, Duy Tien, Ha Nam",VH,JPN,D,IF,01/03/2021,01/03/2021,28/02/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"79,526,830,727.00","79,526,830,727.00",,,,,,,,,,17.2A,DIRECT HANOI,Warehouse,  ,,,
10009427,20025620,DNBHLBNAXI,NNH,11/08/2022,"NAXIS VIETNAM CO.,LTD","NAXIS VIETNAM CO.,LTD, Plot 505, Road 13, Long Binh IZ (Amata), Bien Hoa, Dong Nai",VC,JPN,D,IF,01/03/2021,01/03/2021,28/02/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"84,695,008,507.00","84,695,008,507.00",20190327,,20190327,,,20160830,,,,18.1AB,DIRECT HCM,Printing,Printing  ,,8,2022
10022048,20063134,BRVTCDIZD2,NNH,01/11/2022,GREENTECH HEADGEAR COMPANY LIMITED,"GREENTECH HEADGEAR COMPANY LIMITED, Road D02, Chau Duc IZ, Nghia Thanh, Chau Duc Dist, Ba Ria Vung Tau",MS,TWN,D,IF,03/03/2021,03/03/2021,02/03/2022,FEC - FIRE AND EXPL COMP,1,FEC - COMPULSORY FIRE and EXPLOSION,"147,771,350,868.00","147,771,350,868.00",,,,,,,,,,18.1AB,DIRECT-TAIWAN SOUTH ,Hat,  ,,11,2022
10062184,20089016,BDBCPAHITO,CA,,HITO PACKING MATERIAL ONE MEMBER COMPANY LIMITED,"HITO PACKING MATERIAL ONE MEMBER COMPANY LIMITED, No. 394, DT 748, Phu An, Ben Cat, Binh Duong",MS,TWN,D,IF,09/03/2021,09/03/2021,08/03/2022,FEC - FIRE AND EXPL COMP,1,FEC - COMPULSORY FIRE and EXPLOSION,"23,021,743,309.00","23,021,743,309.00",,,,,,,,,,18.1AB,DIRECT-TAIWAN SOUTH ,Manufacturing of packing materials,  ,Operation stopped,,
10019472,20049203,HNMLQMKASH,,,"IPAX VIETNAM CO.,LTD","KASHIYAMA VIETNAM CO., LTD, Lot 44D, Quang Minh IZ, Chi Dong Town, Me Linh, Ha Noi",VH,JPN,E,IF,12/07/2021,09/03/2021,08/03/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"38,999,678,803.00","38,999,678,803.00",,,,,,,,,,18.1AB,DIRECT HANOI,Production of Paper mount,  ,,,
10004660,20015188,BGBGSKNHB5,,,"VIETNAM ABRASIVES CO.,LTD","VIETNAM ABRASIVES PRIVATE CO.,LTD, B5-B6 Lot, Song Khe Noi Hoang IZ, Bac Giang City, Bac Giang",VH,IND,C,IF,12/03/2021,11/03/2021,10/03/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"103,947,111,478.00","103,947,111,478.00",20170213,,,,20170213,,,,,18.2A,DIRECT HANOI,Manufacture of Silicon Carbide,  ,,,
10000969,20005535,DNBHLBMUSA,NNH,16/08/2022,"VIETNAM MUSASHI PAINT CO.,LTD","VIETNAM MUSASHI PAINT CO.,LTD, Plot 227/1 Amata IP,Long Binh ward,Bien Hoa city, Dong Nai",VC,JPN,E,IF,15/03/2021,15/03/2021,14/03/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"99,385,851,304.00","99,385,851,304.00",20180110,,,20180110,,,20150507,,,18.1AB,DIRECT HCM,Mixing paint manufacture,  ,,8,2022
10006937,20020304,HNDTDV1BHI,,,"HIROSHIMA ENERGY SUPPLY CO., LTD","HIROSHIMA ENERGY SUPPLY CO., LTD., Lot B, Extension Dong Van 1 IP, Duy Tien district, Ha Nam",VH,JPN,E,IF,17/03/2021,16/03/2021,15/03/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"33,011,806,108.00","33,011,806,108.00",20191126,,20191126,,20170223,,,,,19.1B,DIRECT HANOI,As above,Production and selling of LP gas and other gases including related equipment ,,,
10000809,20032136,BDTUTHYEIJ,MCN,03/11/2022,"YEI JER (VN) INDUSTRIAL CO., LTD","YEI JER (VN) INDUSTRIAL CO., LTD, Khu Pho My Hiep, Thi Tran Thai Hoa, Tan Uyen,, Binh Duong",MS,TWN,E,IF,17/03/2021,16/03/2021,15/03/2022,FEC - FIRE AND EXPL COMP,1,FEC - COMPULSORY FIRE and EXPLOSION,"71,252,328,600.00","71,252,328,600.00",20191030,,20191030,,20171110,,,,,18.1CB,DIRECT-TAIWAN SOUTH ,As above,"Manufacturing, Processing plastic materials & raw materials for Shoes ",,11,2022
10000800,20020419,DNNTNTELMA,CA,,"ELMA VIET NAM INDUSTRIAL CO.,LTD","ELMA VN Industrial Co., Ltd, Road No. 2, Nhon Trach 1 IZ, Nhon Trach District, Dong Nai",MS,TWN,C,IF,30/08/2021,17/03/2021,16/03/2022,FEC - FIRE AND EXPL COMP,1,FEC - COMPULSORY FIRE and EXPLOSION,"268,833,221,818.00","268,833,221,818.00",20181225,,,20181225,,20160118,,,,18.2A,DIRECT-TAIWAN SOUTH ,Metal Factory,  ,Simple ssurvey by MKT,,
10001144,20049558,SGBTDBP220,VKH,14/02/2022,TOYOTA HIROSHIMA TAN CANG-HT,"TOYOTA HIROSHIMA TAN CANG- HT, 220 Bis Dien Bien Phu Street, Ward 22, Binh Thanh, HCMC",VC,JPN,E,IF,25/03/2021,25/03/2021,24/03/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"478,298,000,000.00","478,298,000,000.00",,,,,,,,,,8.2B,DIRECT HCM,"Show room, selling and repairing vehicle",  ,,2,2022
10017511,20041281,HNDTDVHNMR,,,"HANOI MARUITO CO.,LTD","Hanoi Maruito Co., Ltd, Dong Van 2 IZ, Bach Thuong, Duy Tien, Ha Nam",VH,JPN,D,IF,30/03/2021,30/03/2021,29/03/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"30,380,889,339.00","30,380,889,339.00",20181116,,,20181116,,,,,,18.1AB,DIRECT HANOI,Sewing thread factory,  ,,,
10000120,20026002,BDTAVSMTIV,MCN,15/11/2022,MTI VIETNAM CORPORATION,"MTI VIETNAM CORPORATION, 35 VSIP Road 8, VSIP, Thuan An, Binh Duong",VC,JPN,D,IF,30/03/2021,30/03/2021,29/03/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"36,190,967,186.00","36,190,967,186.00",20180309,,,20180309,,,20151109,,,18.1AB,DIRECT HCM,Garment producer,  ,,11,2022
10009297,20032764,BDTAVS76DL,VKH,24/05/2022,"NIPPON CHEMIPHAR VIETNAM CO.,LTD","NIPPON CHEMIPHAR VIETNAM CO., LTD, 76 Dai Lo Doc Lap, VSIP, Thuan An, Binh Duong",VC,JPN,C,IF,31/03/2021,31/03/2021,30/03/2022,ARC - PROPERTY ALL RISKS,1,ARB - PROPERTY ALL RISKS,"34,276,743.00","789,050,623,860.00",,,,,,,,,,18.2A,AON-BRK-VC,As mentioned above,"Manufacturing pharmaceutical products, providing service of research and development of the pharmaceutical products, Importing and distributing pharmaceutical products, medical",,5,2022
10002546,20015471,HYVLPNAIDE,TDH,17/03/2022,"YAMATO RUBBER VIETNAM CO., LTD.","IDE International  Co., Ltd, Plot D-E-F-GH, B2 St, B Sec, Pho Noi A IP, Van Lam, Hung Yen",VH,JPN,D,IF,21/10/2021,31/03/2021,30/03/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"968,235.00","22,288,769,700.00",20191210,,20191210,,20170314,,,20140519,,18.1AB,DIRECT HANOI,Manufacturing electric components,Manufacturing electric components  ,,3,2022
10000848,20003137,BDDASTBEST,VKH,15/02/2022,"BEST SOUTH ENTERPRISE CO., LTD","BEST SOUTH ENTERPRISE CO., LTD, 11 Road 2, Song Than 1 IZ, Di An, Binh Duong",MS,TWN,E,IF,02/04/2021,01/04/2021,31/03/2022,FEC - FIRE AND EXPL COMP,1,FEC - COMPULSORY FIRE and EXPLOSION,"99,904,852,728.00","99,904,852,728.00",20190218,,20190218,,20170221,,20150309,,20130315,18.1AB,DIRECT-TAIWAN SOUTH ,Adhesives for shoes industrial,  ,,2,2022
10000107,20041500,HDCGCPBROT,,,BROTHER INDUSTRIES (VIETNAM) LTD,"Brother Industries (Vietnam) Ltd., Phuc Dien IZ, Cam Phuc Commune, Cam Giang, Hai Duong",VH,JPN,C,IF,01/04/2021,01/04/2021,31/03/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"178,558,109.00","4,138,976,966,620.00",20171113,,,,20171113,,,,,18.1AB,MARSH-BRK-VH,As above,"Manufacturing fax, printer, multi-function machines & other related activities ",,,
10001089,20004437,DNCLHC10C2,TDH,24/08/2022,DAIKIN AIR CONDITIONING (VIETNAM) JOINT STOCK COMPANY,"DAIKIN AIR CONDITIONING VN- Logitem Transimex WH, Lot C2-9, Road 10, Hoa Cam IP, Cam Le, Da Nang",VC,JPN,D,IF,05/05/2021,01/04/2021,31/03/2022,ARC - PROPERTY ALL RISKS,9,ARB - PROPERTY ALL RISKS,"126,381,705,959.00","126,381,705,959.00",20181108,,,20181108,,,,,,18.1AB,AON-BRK-VC,Warehouse,Principally trading and servicing to Daikin Air-cons and other related activities and other incidental activities thereto,,8,2022
10000110,20003315,HNDATLIE1,,,"DENSO MANUFACTURING VIETNAM CO., LTD","DENSO Manufacturing Vietnam Co., Ltd, Plot E1, Thang Long IP, Dong Anh, Ha Noi",VH,JPN,C,IF,02/04/2021,01/04/2021,31/03/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"76,325,792.00","1,759,309,505,600.00",20180607,,,20180607,,,20150311,,,18.2A,TOYOTA TSUSHO-BRK-VH,Automobile Parts Manufacturer,Automobile Parts Manufacturer  ,,,
10000069,20032717,BDDAST26FY,NNH,21/10/2022,"FUJIFILM BUSINESS INNOVATION VIETNAM CO., LTD.","Nippon Express Vietnam- Song Than Logistic Center, Lot F,Road No.6 Song Than 2 IZ, Di An, Binh Duong",VC,JPN,D,IF,02/04/2021,01/04/2021,31/03/2022,ISR - INDUSTRIAL ALL RISKS,9,ARB - PROPERTY ALL RISKS,"20,515,689,185.00","20,515,689,185.00",20190517,,20190517,,,,,,,17.1B,WILLIS TOWERS WATSON-BRK-VC,Warehouse,"Document hardware and software, and related documentation services ",,10,2022
10002604,20025837,HPHAMOLFUX,NTT,06/10/2022,"FUJIFILM MANUFACTURING HAI PHONG CO.,LTD.","MOL Warehouse, Dinh Vu service area, Dong Hai 2, Hai An Dist, Hai Phong",VH,JPN,D,IF,14/06/2021,01/04/2021,31/03/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"449,312,992,500.00","449,312,992,500.00",,,,,,,,,,17.1B,WILLIS TOWERS WATSON-BRK-VH,Warehouse,Printer / Copy manufacturing  ,,10,2022
10001628,20006667,HYYMTLHAMA,,,"HAMADEN VIETNAM CO., LTD","Hamaden Vietnam Factory, Plot A4, Thang Long 2 IP, Yen My, Hung Yen",VH,JPN,C,IF,01/04/2021,01/04/2021,31/03/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"45,735,062.00","1,052,821,127,240.00",20190919,,20190919,,,,20150312,,,18.2A,TOYOTA TSUSHO-BRK-VH,Automobile Parts Manufacturer,  ,,,
10006596,20032186,HNLBTDCT1,NTT,19/05/2022,"HASEKO HIMLAMBC CO., LTD","TU DINH RESIDENCE COMPLEX, Long Bien, Ha Noi",VH,JPN,A,IF,01/04/2021,01/04/2021,31/03/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"285,411,164,140.00","285,411,164,140.00",,,,,,,,,,9.1A,DIRECT HANOI,"Tenement house, apartment block",  ,,5,2022
10000074,20003115,SGBT248NTL,,,SONY ELECTRONICS VIETNAM COMPANY LIMITED,"SONY ELECTRONICS VIETNAM-SONY VIETNAM, 248A No Trang Long Str, Binh Thanh, HCMC",VC,JPN,C,IF,01/04/2021,01/04/2021,31/03/2022,ISR - INDUSTRIAL ALL RISKS,2,LOP - LOSS OF PROFIT,"849,433,425,342.00","849,433,425,342.00",20110223,,,,,,,,,10A,DIRECT HCM,As mentioned above,Sales Marketing Branding Research & Development Design Testing and Distribution of Audio/ Video/ Cameras/ Video decks/ Televisions/ PC/ Semiconductors,,,
10000163,20001887,DNBHLBTOSH,VKH,06/05/2022,"TOSHIBA INDUSTRIAL PRODUCTS ASIA CO.,LTD","TOSHIBA INDUSTRIAL PRODUCTS ASIA CO.,LTD, No,309, Road 9, Amata IP,Long Binh, Bien Hoa, Dong Nai",VC,JPN,C,IF,01/04/2021,01/04/2021,31/03/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"55,476,382.00","1,278,730,605,100.00",20180116,,,20180116,,,,,20130510,18.1AB,DIRECT HCM,Electric Motor Devices,  ,,5,2022
10002928,20011134,DNCLHCTOKA,NTT,13/05/2022,"VIETNAM TOKAI CO., LTD","VIETNAM TOKAI CO., LTD, Road No.1, Hoa Cam IZ, Cam Le District, Da Nang",VC,JPN,E,IF,03/04/2021,03/04/2021,02/04/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"8,976,428.00","207,086,193,960.00",20191226,,20191226,,20170313,,,20140926,,18.1AB,TOYOTA TSUSHO-BRK-VC,As described above,Manufacture and Sales of automobile parts made of plastic  ,,5,2022
10000109,20003162,HNDATLIB11,TDH,15/02/2022,"OHARA PLASTICS VIETNAM CO., LTD.","OHARA PLASTICS VIETNAM CO., LTD., B11/B12, Thang Long IP, Dong Anh, Ha Noi",VH,JPN,E,IF,10/04/2021,10/04/2021,09/04/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"5,746,531.00","132,744,866,100.00",20190322,,20190322,,,20160428,,,20130627,18.1AB,DIRECT HANOI,Molder of Engineering plastics production,  ,,2,2022
10000716,20015579,SGTDLXSUWH,CA,,"JOINT VENTURE SUNRISE LOGISTICS CO., LTD","JV SUNRISE LOGISTICS CO., LTD-Warehouse, Highway 1A, 27B Truong Son,Linh Xuan Ward, Thu Duc, HCMC",VC,JPN,E,IF,12/04/2021,12/04/2021,11/04/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"27,761,000,000.00","27,761,000,000.00",,,,,,,,,,17.1B,DIRECT HCM,Freight forwarder/Logistics/NVOCC/Warehousing,  ,"Low SI, as per new guideline",,
10017636,20041528,HNMLQMKASH,TDH,18/08/2022,"KASHIYAMA VIETNAM CO., LTD","KASHIYAMA VIETNAM CO., LTD, Lot 44D, Quang Minh IZ, Chi Dong Town, Me Linh, Ha Noi",VH,JPN,E,IF,13/04/2021,13/04/2021,12/04/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"34,402,674,143.00","34,402,674,143.00",,,,,,,,,,18.2A,DIRECT HANOI,Equipment Maintenance Company,Equipment Maintenance Company  ,,8,2022
10000910,20022815,VPBXMARUSS,TDH,03/06/2022,MARUICHI SUN STEEL (HANOI) COMPANY LIMITED,"MARUICHI SUN STEEL JOINT STOCK COMPANY, Binh Xuyen IZ, Binh Xuyen District, Vinh Phuc",VC,JPN,B,IF,17/04/2021,14/04/2021,13/04/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"461,553,839,161.00","461,553,839,161.00",20170504,,,,20170504,,,,,18.2A,TOYOTA TSUSHO-BRK-VC,Manufacturing of Steel pipe,  ,,6,2022
10002959,20020103,DNHVHTR5TK,NTT,12/05/2022,"TOKYO KEIKI PRECISION TECHNOLOGY CO., LTD","TOKYO KEIKI PRECISION TECHNOLOGY CO., LTD, Lot A15,Central Road No.5,Hi-techpark,Hoa Vang, Da Nang",VC,JPN,C,IF,15/04/2021,15/04/2021,14/04/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"248,912,595,540.00","248,912,595,540.00",20191227,,20191227,,,20160302,,,,18.2A,DIRECT HCM,Production of Hydraulic Equipment,  ,,5,2022
10013349,20091269,DNBHICD01A,CA,,"WWRC VIETNAM CO., LTD.","ICD TAN CANG - LONG BINH WAREHOUSE - No. 01A, G243 Bui Van Hoa Street, Long Binh, Bien Hoa, Dong Nai",VC,SGP,E,IF,16/04/2021,15/04/2021,14/04/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"30,000,000,000.00","30,000,000,000.00",,,,,,,,,,17.1B,DIRECT HCM,Trading,Trading  ,"Low SI, as per new guideline",,
10000876,20008152,SGBTTTLIEN,VKH,13/05/2022,"LIEN HSING CO., LTD","LIEN HSING CO., LTD, Lot 17, Road 2, Tan Tao IZ, Binh Tan, HCMC",MS,TWN,D,IF,13/07/2021,19/04/2021,18/04/2022,FII - FIRE AND NAMED PERILS,1,FII - FIRE INDUSTRIAL,"38,078,096,624.00","38,078,096,624.00",20180209,,,20180209,,,20150310,,,18.1AB,DIRECT-TAIWAN SOUTH ,Embroidering,Embroidering  ,,5,2022
10032743,20068112,VPBXBT2MFV,TDH,29/03/2022,"MITSUBOSHI FORMING VIETNAM CO., LTD","MITSUBOSHI FORMING VIETNAM CO., LTD, Plot No C3-1, Ba Thien 2 IZ, Thien Ke, Binh Xuyen, Vinh Phuc",VH,VNM,C,IF,19/04/2021,19/04/2021,18/04/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"84,223,288,800.00","84,223,288,800.00",,,,,,,,,,18.2A,DIRECT HANOI,Cold deformation process for pipe and shaft,  ,,3,2022
10009814,20026365,HNDTDV2CSP,NTT,27/05/2022,"CS PLASTICS VIETNAM CO., LTD","CS Plastic Vietnam, Dong Van 2 IP, Duy Tien, Ha Nam",VH,JPN,E,IF,23/04/2021,22/04/2021,21/04/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"30,450,704,658.00","30,450,704,658.00",20190319,,20190319,,20170321,,,,,18.1AB,DIRECT HANOI,Manufacturing plastic parts,  ,,5,2022
10000154,20000359,HPADNOMURA,NTT,15/11/2022,FUJIKURA COMPOSITES HAIPHONG INC.,"FURIKURA COMPOSITES HAIPHONG INC, Plot D3-6, Nomura IZ, An Duong, Hai Phong",VH,JPN,E,IF,27/04/2021,23/04/2021,22/04/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"32,639,094.00","752,984,184,760.00",20190321,,20190321,,,20160427,,,20130719,18.1AB,DIRECT HANOI,As described above,"Producing life raft, sporting goods, electric material, industrial goods ",,11,2022
10012526,20050422,BDTDM1CN16,MCN,12/09/2022,CONG TY TNHH ALWIN VIET NAM,"CONG TY TNHH ALWIN VIETNAM, Lot CN 16, lot 1C, Str 4, Song Than 3, Thu Dau Mot, Binh Duong",VC,USA,D,IF,25/04/2021,25/04/2021,24/04/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"45,330,305,188.00","45,330,305,188.00",,,,,,,,,,18.1AB,DIRECT HCM,San xuat hop dung giay ve sinh cac loai,"Carton Box, Pads, Stickers, Tape, PE film for Product Packaging, Toilet Paper Rolls for product testing ",,9,2022
10000081,20025794,DNBHLBMUTO,NTT,01/06/2022,"MUTO VIETNAM CO., LTD","MUTO VIETNAM CO., LTD, Lot C-7-1, Road 2, Long Binh IP, Bien Hoa, Dong Nai",VC,JPN,C,IF,01/05/2021,29/04/2021,28/04/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"1,002,590,114,267.00","1,002,590,114,267.00",20140521,,,,,,,20140521,,18.1AB,DIRECT HCM,Electronic Parts,  ,,6,2022
10018529,20068938,DNCLHXPH09,NTT,12/05/2022,"TOYOTA OKAYAMA DA NANG CO., LTD.","TOYOTA OKAYAMA DA NANG CO.,LTD, No.9, Pham Hung Street, Hoa Xuan Ward, Cam Le Dist, Da Nang",VC,JPN,C,IF,30/04/2021,30/04/2021,29/04/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"289,154,119,000.00","289,154,119,000.00",,,,,,,,,,8.2B,DIRECT HCM,KINH DOANH MUA BAN VA SUA CHUA XE,  ,,5,2022
10004727,20049835,HDCGYONGHA,CA,,ITSUWA SHOJI KAISHA. INC.,"Yong Han Precision Technology Co., Ltd, Lot.B7,B8 Phuc Dien Industrial Zone, Cam Giang, Hai Duong",VH,JPN,E,IF,01/05/2021,01/05/2021,30/04/2022,ISR - INDUSTRIAL ALL RISKS,5,ARB - PROPERTY ALL RISKS,"148,956,000.00","30,698,342,040.00",,,,,,,,,,18.1AB,DIRECT HANOI,As above,"Manufacture and sales of electronic part, audio equipment, and mold ","Low SI, as per new guideline",,
10012017,20032967,HNDTDV2KKV,,,"KANAYAMA KASEI VIETNAM CO., LTD","KANAYAMA KASEI VIETNAM CO., LTD, Dong Van 2 Industrial Zone, Duy Tien District,, Ha Nam",VH,JPN,E,IF,01/05/2021,01/05/2021,30/04/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"39,826,546,965.00","39,826,546,965.00",20170412,,,,20170412,,,,,18.1AB,DIRECT HANOI,As above,"Manufacture, assemble, process spare part and product in plastic ",,,
10001957,20023555,HYVLPNARA5,NTT,20/09/2022,"VIETNAM MIE CO., LTD","VIETNAM MIE CO., LTD, Road A5, Pho Noi A IZ, Dinh Du, Van Lam, Hung Yen",VH,JPN,C,IF,02/05/2021,01/05/2021,30/04/2022,ISR - INDUSTRIAL ALL RISKS,3,ARB - PROPERTY ALL RISKS,"17,513,005.00","404,200,155,400.00",20190109,,20190109,,,,,,,18.2A,DIRECT HANOI,"Formed parts, Molding Manufacturer","Formed parts, Molding Manufacturer  ",,9,2022
10001999,20008255,BNTDDDHSHA,NTT,26/10/2022,"HAYAKAWA ELECTRONICS VIETNAM CO., LTD","HAYAKAWA ELECTRONICS VIETNAM CO., LTD, Lot A3, Dai Dong Hoan Son IP, Tien Du district, Bac Ninh",VH,JPN,C,IF,02/05/2021,02/05/2021,01/05/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"10,178,492.00","234,817,810,440.00",20180925,,,20180925,,,20150205,,,18.1AB,DIRECT HANOI,Wiring harness,  ,,10,2022
